GROUP_SET,GROUP_ID,GROUP_NAME,GP,W,L,W_PCT,MIN,FGM,FGA,FG_PCT,FG3M,FG3A,FG3_PCT,FTM,FTA,FT_PCT,OREB,DREB,REB,AST,TOV,STL,BLK,BLKA,PF,PFD,PTS,PLUS_MINUS,GP_RANK,W_RANK,L_RANK,W_PCT_RANK,MIN_RANK,FGM_RANK,FGA_RANK,FG_PCT_RANK,FG3M_RANK,FG3A_RANK,FG3_PCT_RANK,FTM_RANK,FTA_RANK,FT_PCT_RANK,OREB_RANK,DREB_RANK,REB_RANK,AST_RANK,TOV_RANK,STL_RANK,BLK_RANK,BLKA_RANK,PF_RANK,PFD_RANK,PTS_RANK,PLUS_MINUS_RANK,SUM_TIME_PLAYED,team,team_id,players_list,PLAYERS_EXTRACTED,LINEUP_SCORING_TALENT,LINEUP_PLAYMAKING_TALENT,LINEUP_REBOUNDING_TALENT,LINEUP_DEFENSIVE_TALENT,LINEUP_NET_RATING_TALENT
Lineups,-201145-1627832-1628415-1630224-1641708-,J. Green - F. VanVleet - D. Brooks - J. Green - A. Thompson,9,4,5,0.444,24.678333,20,50,0.4,8,22,0.364,12,14,0.857,8,13,21,9,6.0,5,2,5,12,10,60,-2.0,26,32,637,380,23,26,19,270,19,18,155,14,14,123,16,32,27,37,643,17,38,661,655,19,21,493,74035,Houston Rockets,1610612745,"['J. Green', 'F. VanVleet', 'D. Brooks', 'J. Green', 'A. Thompson']","['j. green', 'f. vanvleet', 'd. brooks', 'j. green', 'a. thompson']",0.019424,1.0666666666666669,2.333333333333333,0.8666666666666667,12.766666666666666
Lineups,-1628415-1630224-1630578-1641708-1641715-,D. Brooks - J. Green - A. Sengun - A. Thompson - C. Whitmore,6,1,5,0.167,23.605,20,50,0.4,3,15,0.2,7,9,0.778,9,20,29,13,10.0,3,3,5,4,7,50,-10.0,53,170,637,463,24,26,19,270,63,32,250,39,40,163,12,17,14,21,662,37,18,661,568,35,30,653,70815,Houston Rockets,1610612745,"['D. Brooks', 'J. Green', 'A. Sengun', 'A. Thompson', 'C. Whitmore']","['d. brooks', 'j. green', 'a. sengun', 'a. thompson', 'c. whitmore']",0.016233,1.05,2.25,0.8,13.15
Lineups,-201145-1628415-1630224-1631095-1641708-,J. Green - D. Brooks - J. Green - J. Smith Jr. - A. Thompson,8,0,8,0.0,22.911667,23,46,0.5,8,24,0.333,4,5,0.8,4,19,23,15,7.0,1,4,4,10,4,58,2.0,32,469,665,469,25,19,24,152,19,15,160,73,82,144,44,19,24,20,649,104,12,650,650,75,23,140,68735,Houston Rockets,1610612745,"['J. Green', 'D. Brooks', 'J. Green', 'J. Smith Jr.', 'A. Thompson']","['j. green', 'd. brooks', 'j. green', 'j. smith jr.', 'a. thompson']",0.038268,1.0750000000000002,3.45,1.075,9.575
Lineups,-201145-203493-1628988-1630256-1631095-,J. Green - R. Bullock Jr. - A. Holiday - J. Tate - J. Smith Jr.,7,7,0,1.0,22.85,17,40,0.425,6,17,0.353,7,8,0.875,3,18,21,8,5.0,3,2,2,12,7,47,0.0,39,12,1,1,26,31,29,262,26,25,158,39,47,120,60,21,27,42,631,37,38,604,655,35,32,227,68550,Houston Rockets,1610612745,"['J. Green', 'R. Bullock Jr.', 'A. Holiday', 'J. Tate', 'J. Smith Jr.']","['j. green', 'r. bullock jr.', 'a. holiday', 'j. tate', 'j. smith jr.']",0.0746415,1.95,5.5,1.55,8.649999999999999
Lineups,-201145-1627832-1630224-1630578-1631095-,J. Green - F. VanVleet - J. Green - A. Sengun - J. Smith Jr.,10,5,5,0.5,21.77,19,36,0.528,7,16,0.438,9,11,0.818,1,15,16,13,6.0,1,4,1,11,10,54,-3.0,19,26,637,296,27,28,33,144,23,29,134,24,27,140,150,28,37,21,643,104,12,474,652,19,27,536,65310,Houston Rockets,1610612745,"['J. Green', 'F. VanVleet', 'J. Green', 'A. Sengun', 'J. Smith Jr.']","['j. green', 'f. vanvleet', 'j. green', 'a. sengun', 'j. smith jr.']",0.048804,1.1,3.9333333333333336,1.2333333333333334,8.0
Lineups,-1629111-1630224-1631095-1641708-1641715-,J. Landale - J. Green - J. Smith Jr. - A. Thompson - C. Whitmore,3,2,1,0.667,20.236667,21,50,0.42,5,19,0.263,4,6,0.667,11,14,25,12,3.0,5,1,2,4,6,51,10.0,137,83,228,248,28,25,19,265,37,22,227,73,64,198,9,29,20,25,582,17,67,604,568,49,29,23,60710,Houston Rockets,1610612745,"['J. Landale', 'J. Green', 'J. Smith Jr.', 'A. Thompson', 'C. Whitmore']","['j. landale', 'j. green', 'j. smith jr.', 'a. thompson', 'c. whitmore']",0.042422,1.0666666666666669,3.766666666666667,1.1,8.766666666666666
Lineups,-1627832-1628415-1630224-1630578-1641715-,F. VanVleet - D. Brooks - J. Green - A. Sengun - C. Whitmore,9,4,5,0.444,19.95,22,34,0.647,6,11,0.545,8,8,1.0,2,13,15,13,9.0,8,1,5,5,8,58,21.0,26,32,637,380,29,23,36,84,26,43,65,30,47,1,91,32,41,21,660,9,67,661,598,28,23,4,59850,Houston Rockets,1610612745,"['F. VanVleet', 'D. Brooks', 'J. Green', 'A. Sengun', 'C. Whitmore']","['f. vanvleet', 'd. brooks', 'j. green', 'a. sengun', 'c. whitmore']",0.025806,1.1,2.5,1.0,12.0
Lineups,-1627832-1629111-1630224-1631095-1641708-,F. VanVleet - J. Landale - J. Green - J. Smith Jr. - A. Thompson,8,7,1,0.875,19.906667,17,39,0.436,6,19,0.316,4,4,1.0,6,17,23,11,5.0,5,3,2,3,6,44,11.0,32,12,228,228,30,31,30,251,26,22,212,73,99,1,26,22,24,29,631,17,18,604,522,49,36,20,59720,Houston Rockets,1610612745,"['F. VanVleet', 'J. Landale', 'J. Green', 'J. Smith Jr.', 'A. Thompson']","['f. vanvleet', 'j. landale', 'j. green', 'j. smith jr.', 'a. thompson']",0.042422,1.0666666666666669,3.766666666666667,1.1,8.766666666666666
Lineups,-1627832-1628415-1630578-1631095-1631106-,F. VanVleet - D. Brooks - A. Sengun - J. Smith Jr. - T. Eason,9,5,4,0.556,19.451667,17,32,0.531,3,11,0.273,8,11,0.727,2,13,15,12,8.0,5,3,2,8,7,45,1.0,26,26,615,293,31,31,37,143,63,43,225,30,27,192,91,32,41,25,656,17,18,604,638,35,35,185,58355,Houston Rockets,1610612745,"['F. VanVleet', 'D. Brooks', 'A. Sengun', 'J. Smith Jr.', 'T. Eason']","['f. vanvleet', 'd. brooks', 'a. sengun', 'j. smith jr.', 't. eason']",0.0948,1.1,6.8,1.7000000000000002,0.0
Lineups,-1627832-1628415-1629111-1630224-1631095-,F. VanVleet - D. Brooks - J. Landale - J. Green - J. Smith Jr.,10,6,4,0.6,19.091667,14,35,0.4,6,18,0.333,3,3,1.0,5,10,15,11,9.0,1,1,1,8,4,37,-13.0,19,20,615,280,32,42,34,270,26,24,160,113,146,1,33,48,41,29,660,104,67,474,638,75,43,664,57275,Houston Rockets,1610612745,"['F. VanVleet', 'D. Brooks', 'J. Landale', 'J. Green', 'J. Smith Jr.']","['f. vanvleet', 'd. brooks', 'j. landale', 'j. green', 'j. smith jr.']",0.060303,1.1,4.65,1.35,6.0
Lineups,-1628415-1629111-1630224-1631095-1641708-,D. Brooks - J. Landale - J. Green - J. Smith Jr. - A. Thompson,3,1,2,0.333,18.883333,14,31,0.452,4,9,0.444,5,7,0.714,5,10,15,7,7.0,0,2,2,7,4,37,-23.0,137,170,500,398,33,42,38,239,50,53,131,59,56,193,33,48,41,48,649,241,38,604,629,75,43,673,56650,Houston Rockets,1610612745,"['D. Brooks', 'J. Landale', 'J. Green', 'J. Smith Jr.', 'A. Thompson']","['d. brooks', 'j. landale', 'j. green', 'j. smith jr.', 'a. thompson']",0.042422,1.0666666666666669,3.766666666666667,1.1,8.766666666666666
Lineups,-1628988-1629111-1631095-1641708-1641715-,A. Holiday - J. Landale - J. Smith Jr. - A. Thompson - C. Whitmore,10,6,4,0.6,18.746667,16,45,0.356,5,16,0.313,2,4,0.5,9,10,19,10,0.0,5,1,6,8,5,39,3.0,19,20,615,280,34,36,26,312,37,29,214,148,99,221,12,48,32,32,1,17,67,667,638,61,41,111,56240,Houston Rockets,1610612745,"['A. Holiday', 'J. Landale', 'J. Smith Jr.', 'A. Thompson', 'C. Whitmore']","['a. holiday', 'j. landale', 'j. smith jr.', 'a. thompson', 'c. whitmore']",0.06154,2.2,4.9,1.3666666666666665,12.299999999999995
Lineups,-1627832-1628988-1629111-1641708-1641715-,F. VanVleet - A. Holiday - J. Landale - A. Thompson - C. Whitmore,4,1,3,0.25,18.633333,23,38,0.605,13,20,0.65,4,5,0.8,8,16,24,16,5.0,1,3,1,8,6,63,18.0,94,170,571,438,35,19,31,93,8,20,53,73,82,144,16,23,22,17,631,104,18,474,638,49,20,6,55900,Houston Rockets,1610612745,"['F. VanVleet', 'A. Holiday', 'J. Landale', 'A. Thompson', 'C. Whitmore']","['f. vanvleet', 'a. holiday', 'j. landale', 'a. thompson', 'c. whitmore']",0.0449099999999999,2.75,3.95,1.2,18.45
Lineups,-1628415-1628988-1630224-1630256-1630578-,D. Brooks - A. Holiday - J. Green - J. Tate - A. Sengun,7,2,5,0.286,18.6,12,28,0.429,5,11,0.455,10,12,0.833,1,9,10,9,4.0,6,0,1,5,8,39,2.0,39,83,637,433,36,47,43,252,37,43,128,18,19,128,150,53,64,37,614,13,168,474,598,28,41,140,55800,Houston Rockets,1610612745,"['D. Brooks', 'A. Holiday', 'J. Green', 'J. Tate', 'A. Sengun']","['d. brooks', 'a. holiday', 'j. green', 'j. tate', 'a. sengun']",0.0544829999999999,2.8,4.2,1.4,17.299999999999997
Lineups,-1627832-1628988-1630578-1631095-1631106-,F. VanVleet - A. Holiday - A. Sengun - J. Smith Jr. - T. Eason,3,1,2,0.333,18.515,16,42,0.381,1,13,0.077,7,9,0.778,10,14,24,7,1.0,3,2,1,7,7,40,1.0,137,170,500,398,37,36,27,294,157,38,268,39,40,163,11,29,22,48,386,37,38,474,629,35,38,185,55545,Houston Rockets,1610612745,"['F. VanVleet', 'A. Holiday', 'A. Sengun', 'J. Smith Jr.', 'T. Eason']","['f. vanvleet', 'a. holiday', 'a. sengun', 'j. smith jr.', 't. eason']",0.08898,2.8,6.35,1.75,11.299999999999995
Lineups,-201145-1627832-1628415-1630578-1631095-,J. Green - F. VanVleet - D. Brooks - A. Sengun - J. Smith Jr.,10,6,4,0.6,18.166667,15,29,0.517,3,8,0.375,7,10,0.7,1,12,13,11,4.0,2,3,4,5,7,40,2.0,19,20,615,280,38,40,42,150,63,62,151,39,32,197,150,37,47,29,614,51,18,650,598,35,38,140,54500,Houston Rockets,1610612745,"['J. Green', 'F. VanVleet', 'D. Brooks', 'A. Sengun', 'J. Smith Jr.']","['j. green', 'f. vanvleet', 'd. brooks', 'a. sengun', 'j. smith jr.']",0.060303,1.1,4.65,1.35,6.0
Lineups,-201145-1627832-1629111-1630224-1641708-,J. Green - F. VanVleet - J. Landale - J. Green - A. Thompson,7,6,1,0.857,17.533333,16,35,0.457,7,17,0.412,8,12,0.667,8,12,20,8,5.0,1,2,4,8,10,47,9.0,39,20,228,230,39,36,34,234,23,25,135,30,19,198,16,37,29,42,631,104,38,650,638,19,32,28,52600,Houston Rockets,1610612745,"['J. Green', 'F. VanVleet', 'J. Landale', 'J. Green', 'A. Thompson']","['j. green', 'f. vanvleet', 'j. landale', 'j. green', 'a. thompson']",0.019424,1.0666666666666669,2.333333333333333,0.8666666666666667,12.766666666666666
Lineups,-1627832-1630224-1630256-1630578-1631106-,F. VanVleet - J. Green - J. Tate - A. Sengun - T. Eason,5,2,3,0.4,15.558333,18,30,0.6,7,13,0.538,9,11,0.818,4,12,16,10,0.0,1,3,2,13,9,52,13.0,73,83,571,386,40,30,39,94,23,38,66,24,27,140,44,37,37,32,1,104,18,604,660,23,28,11,46675,Houston Rockets,1610612745,"['F. VanVleet', 'J. Green', 'J. Tate', 'A. Sengun', 'T. Eason']","['f. vanvleet', 'j. green', 'j. tate', 'a. sengun', 't. eason']",0.025806,1.1,2.5,1.0,12.0
Lineups,-1627832-1630224-1630578-1631095-1641708-,F. VanVleet - J. Green - A. Sengun - J. Smith Jr. - A. Thompson,7,4,3,0.571,15.481667,17,38,0.447,5,15,0.333,11,12,0.917,12,13,25,8,2.0,2,3,2,3,8,50,22.0,39,32,571,288,41,31,31,241,37,32,160,15,19,113,8,32,20,42,520,51,18,604,522,28,30,2,46445,Houston Rockets,1610612745,"['F. VanVleet', 'J. Green', 'A. Sengun', 'J. Smith Jr.', 'A. Thompson']","['f. vanvleet', 'j. green', 'a. sengun', 'j. smith jr.', 'a. thompson']",0.042422,1.0666666666666669,3.766666666666667,1.1,8.766666666666666
Lineups,-201145-1628988-1630256-1631095-1641715-,J. Green - A. Holiday - J. Tate - J. Smith Jr. - C. Whitmore,2,0,2,0.0,15.2,16,30,0.533,8,15,0.533,7,8,0.875,3,14,17,10,2.0,1,0,2,4,7,47,17.0,209,469,500,469,42,36,39,140,19,32,67,39,47,120,60,29,35,32,520,104,168,604,568,35,32,7,45600,Houston Rockets,1610612745,"['J. Green', 'A. Holiday', 'J. Tate', 'J. Smith Jr.', 'C. Whitmore']","['j. green', 'a. holiday', 'j. tate', 'j. smith jr.', 'c. whitmore']",0.067922,2.233333333333333,5.066666666666666,1.5,11.533333333333331
Lineups,-201145-1627832-1628988-1630224-1630578-,J. Green - F. VanVleet - A. Holiday - J. Green - A. Sengun,4,1,3,0.25,15.066667,12,26,0.462,3,11,0.273,8,12,0.667,2,8,10,8,2.0,6,3,2,5,7,35,12.0,94,170,571,438,43,47,47,228,63,43,225,30,19,198,91,60,64,42,520,13,18,604,598,35,46,16,45200,Houston Rockets,1610612745,"['J. Green', 'F. VanVleet', 'A. Holiday', 'J. Green', 'A. Sengun']","['j. green', 'f. vanvleet', 'a. holiday', 'j. green', 'a. sengun']",0.0449239999999999,2.233333333333333,3.633333333333333,1.2666666666666666,15.533333333333331
Lineups,-1627832-1628415-1630224-1631095-1641715-,F. VanVleet - D. Brooks - J. Green - J. Smith Jr. - C. Whitmore,8,1,7,0.125,14.603333,12,27,0.444,2,14,0.143,8,9,0.889,2,4,6,6,3.0,4,2,1,8,7,34,-4.0,32,170,661,468,44,47,46,242,86,36,262,30,40,118,91,122,115,54,582,26,38,474,638,35,47,577,43810,Houston Rockets,1610612745,"['F. VanVleet', 'D. Brooks', 'J. Green', 'J. Smith Jr.', 'C. Whitmore']","['f. vanvleet', 'd. brooks', 'j. green', 'j. smith jr.', 'c. whitmore']",0.060303,1.1,4.65,1.35,6.0
Lineups,-201145-1630224-1630256-1631095-1641708-,J. Green - J. Green - J. Tate - J. Smith Jr. - A. Thompson,3,1,2,0.333,14.471667,14,28,0.5,0,4,0.0,5,8,0.625,2,16,18,8,2.0,3,4,1,3,6,33,12.0,137,170,500,398,45,42,43,152,269,135,269,59,47,213,91,23,34,42,520,37,12,474,522,49,49,16,43415,Houston Rockets,1610612745,"['J. Green', 'J. Green', 'J. Tate', 'J. Smith Jr.', 'A. Thompson']","['j. green', 'j. green', 'j. tate', 'j. smith jr.', 'a. thompson']",0.038268,1.0750000000000002,3.45,1.075,9.575
Lineups,-1628988-1629111-1630224-1630256-1631095-,A. Holiday - J. Landale - J. Green - J. Tate - J. Smith Jr.,4,4,0,1.0,14.3,8,21,0.381,5,9,0.556,8,10,0.8,1,12,13,4,5.0,2,1,2,7,9,29,-1.0,94,32,1,1,46,76,59,294,37,53,63,30,32,144,150,37,47,87,631,51,67,604,629,23,53,449,42900,Houston Rockets,1610612745,"['A. Holiday', 'J. Landale', 'J. Green', 'J. Tate', 'J. Smith Jr.']","['a. holiday', 'j. landale', 'j. green', 'j. tate', 'j. smith jr.']",0.067922,2.233333333333333,5.066666666666666,1.5,11.533333333333331
Lineups,-203493-1627832-1628415-1630224-1631095-,R. Bullock Jr. - F. VanVleet - D. Brooks - J. Green - J. Smith Jr.,3,1,2,0.333,14.031667,9,20,0.45,6,10,0.6,9,12,0.75,0,7,7,9,0.0,0,0,3,8,7,33,-9.0,137,170,500,398,47,65,63,240,26,49,55,24,19,171,276,69,98,37,1,241,168,641,638,35,49,643,42095,Houston Rockets,1610612745,"['R. Bullock Jr.', 'F. VanVleet', 'D. Brooks', 'J. Green', 'J. Smith Jr.']","['r. bullock jr.', 'f. vanvleet', 'd. brooks', 'j. green', 'j. smith jr.']",0.071802,1.1,5.366666666666667,1.4666666666666668,4.0
Lineups,-201145-1627832-1630224-1630256-1631095-,J. Green - F. VanVleet - J. Green - J. Tate - J. Smith Jr.,9,6,3,0.667,13.926667,8,25,0.32,3,14,0.214,9,10,0.9,4,8,12,2,1.0,2,0,1,9,8,28,-4.0,26,20,571,248,48,76,49,354,63,36,249,24,32,115,44,60,51,161,386,51,168,474,648,28,54,577,41780,Houston Rockets,1610612745,"['J. Green', 'F. VanVleet', 'J. Green', 'J. Tate', 'J. Smith Jr.']","['j. green', 'f. vanvleet', 'j. green', 'j. tate', 'j. smith jr.']",0.048804,1.1,3.9333333333333336,1.2333333333333334,8.0
Lineups,-201145-1627832-1630256-1641708-1641715-,J. Green - F. VanVleet - J. Tate - A. Thompson - C. Whitmore,6,3,3,0.5,13.18,15,30,0.5,4,13,0.308,0,0,0.0,5,11,16,7,5.0,2,2,1,11,0,34,0.0,53,47,571,296,49,40,39,152,50,38,216,275,298,275,33,45,37,48,631,51,38,474,652,348,47,227,39540,Houston Rockets,1610612745,"['J. Green', 'F. VanVleet', 'J. Tate', 'A. Thompson', 'C. Whitmore']","['j. green', 'f. vanvleet', 'j. tate', 'a. thompson', 'c. whitmore']",0.016233,1.05,2.25,0.8,13.15
Lineups,-201145-1628988-1630256-1631106-1641708-,J. Green - A. Holiday - J. Tate - T. Eason - A. Thompson,2,1,1,0.5,12.751667,17,24,0.708,4,8,0.5,6,10,0.6,2,10,12,4,4.0,7,0,1,7,6,44,10.0,209,170,228,296,50,31,51,60,50,62,68,49,32,214,91,48,51,87,614,11,168,474,629,49,36,23,38255,Houston Rockets,1610612745,"['J. Green', 'A. Holiday', 'J. Tate', 'T. Eason', 'A. Thompson']","['j. green', 'a. holiday', 'j. tate', 't. eason', 'a. thompson']",0.0385419999999999,2.2,3.466666666666667,1.1333333333333333,16.299999999999997
Lineups,-203493-1627832-1630224-1630578-1631095-,R. Bullock Jr. - F. VanVleet - J. Green - A. Sengun - J. Smith Jr.,4,2,2,0.5,12.556667,9,25,0.36,2,7,0.286,5,6,0.833,5,7,12,3,1.0,2,2,5,4,7,25,-1.0,94,83,500,296,51,65,49,308,86,71,219,59,64,128,33,69,51,111,386,51,38,661,568,35,65,449,37670,Houston Rockets,1610612745,"['R. Bullock Jr.', 'F. VanVleet', 'J. Green', 'A. Sengun', 'J. Smith Jr.']","['r. bullock jr.', 'f. vanvleet', 'j. green', 'a. sengun', 'j. smith jr.']",0.071802,1.1,5.366666666666667,1.4666666666666668,4.0
Lineups,-201145-1627832-1631095-1641708-1641715-,J. Green - F. VanVleet - J. Smith Jr. - A. Thompson - C. Whitmore,8,2,6,0.25,12.286667,7,24,0.292,3,13,0.231,4,5,0.8,3,9,12,4,5.0,4,2,2,4,6,21,-1.0,32,83,653,438,52,88,51,362,63,38,246,73,82,144,60,53,51,87,631,26,38,604,568,49,86,449,36860,Houston Rockets,1610612745,"['J. Green', 'F. VanVleet', 'J. Smith Jr.', 'A. Thompson', 'C. Whitmore']","['j. green', 'f. vanvleet', 'j. smith jr.', 'a. thompson', 'c. whitmore']",0.042422,1.0666666666666669,3.766666666666667,1.1,8.766666666666666
Lineups,-201145-1627832-1629111-1631095-1641715-,J. Green - F. VanVleet - J. Landale - J. Smith Jr. - C. Whitmore,6,3,3,0.5,12.223333,14,21,0.667,8,13,0.615,4,4,1.0,2,8,10,9,3.0,2,0,1,3,3,40,13.0,53,47,571,296,53,42,59,62,19,38,54,73,99,1,91,60,64,37,582,51,168,474,522,106,38,11,36670,Houston Rockets,1610612745,"['J. Green', 'F. VanVleet', 'J. Landale', 'J. Smith Jr.', 'C. Whitmore']","['j. green', 'f. vanvleet', 'j. landale', 'j. smith jr.', 'c. whitmore']",0.060303,1.1,4.65,1.35,6.0
Lineups,-203493-1628988-1629111-1641708-1641715-,R. Bullock Jr. - A. Holiday - J. Landale - A. Thompson - C. Whitmore,5,1,4,0.2,12.183333,9,28,0.321,4,9,0.444,3,5,0.6,7,9,16,5,1.0,0,3,4,1,4,25,-5.0,73,170,615,456,54,65,43,353,50,53,131,113,82,214,22,53,37,66,386,241,18,650,315,75,65,603,36550,Houston Rockets,1610612745,"['R. Bullock Jr.', 'A. Holiday', 'J. Landale', 'A. Thompson', 'C. Whitmore']","['r. bullock jr.', 'a. holiday', 'j. landale', 'a. thompson', 'c. whitmore']",0.06154,2.2,4.9,1.3666666666666665,12.299999999999995
Lineups,-201145-1627832-1628988-1630256-1631095-,J. Green - F. VanVleet - A. Holiday - J. Tate - J. Smith Jr.,6,5,1,0.833,12.095,8,22,0.364,1,9,0.111,10,10,1.0,6,11,17,6,3.0,1,2,1,4,7,27,-3.0,53,26,228,231,55,76,54,305,157,53,266,18,32,1,26,45,35,54,582,104,38,474,568,35,58,536,36285,Houston Rockets,1610612745,"['J. Green', 'F. VanVleet', 'A. Holiday', 'J. Tate', 'J. Smith Jr.']","['j. green', 'f. vanvleet', 'a. holiday', 'j. tate', 'j. smith jr.']",0.067922,2.233333333333333,5.066666666666666,1.5,11.533333333333331
Lineups,-1627832-1628415-1630578-1631095-1641715-,F. VanVleet - D. Brooks - A. Sengun - J. Smith Jr. - C. Whitmore,6,3,3,0.5,11.583333,13,22,0.591,3,6,0.5,4,5,0.8,3,4,7,8,1.0,1,2,2,5,3,33,0.0,53,47,571,296,56,46,54,110,63,86,68,73,82,144,60,122,98,42,386,104,38,604,598,106,49,227,34750,Houston Rockets,1610612745,"['F. VanVleet', 'D. Brooks', 'A. Sengun', 'J. Smith Jr.', 'C. Whitmore']","['f. vanvleet', 'd. brooks', 'a. sengun', 'j. smith jr.', 'c. whitmore']",0.0948,1.1,6.8,1.7000000000000002,0.0
Lineups,-1628988-1630578-1631095-1641708-1641715-,A. Holiday - A. Sengun - J. Smith Jr. - A. Thompson - C. Whitmore,9,4,5,0.444,11.575,11,24,0.458,2,5,0.4,3,6,0.5,3,8,11,7,0.0,4,3,1,4,5,27,1.0,26,32,637,380,57,51,51,232,86,112,138,113,64,221,60,60,60,48,1,26,18,474,568,61,58,185,34725,Houston Rockets,1610612745,"['A. Holiday', 'A. Sengun', 'J. Smith Jr.', 'A. Thompson', 'C. Whitmore']","['a. holiday', 'a. sengun', 'j. smith jr.', 'a. thompson', 'c. whitmore']",0.06154,2.2,4.9,1.3666666666666665,12.299999999999995
Lineups,-1628415-1628988-1630224-1630578-1641708-,D. Brooks - A. Holiday - J. Green - A. Sengun - A. Thompson,6,2,4,0.333,11.388333,11,21,0.524,2,8,0.25,4,7,0.571,2,11,13,7,5.0,3,0,2,8,7,28,6.0,53,83,615,398,58,51,59,146,86,62,228,73,56,219,91,45,47,48,631,37,168,604,638,35,54,57,34165,Houston Rockets,1610612745,"['D. Brooks', 'A. Holiday', 'J. Green', 'A. Sengun', 'A. Thompson']","['d. brooks', 'a. holiday', 'j. green', 'a. sengun', 'a. thompson']",0.0385419999999999,2.2,3.466666666666667,1.1333333333333333,16.299999999999997
Lineups,-201145-1628988-1629111-1630224-1631095-,J. Green - A. Holiday - J. Landale - J. Green - J. Smith Jr.,7,7,0,1.0,11.386667,10,19,0.526,3,9,0.333,4,4,1.0,2,4,6,5,3.0,0,0,1,6,4,27,-4.0,39,12,1,1,59,56,66,145,63,53,160,73,99,1,91,122,115,66,582,241,168,474,619,75,58,577,34160,Houston Rockets,1610612745,"['J. Green', 'A. Holiday', 'J. Landale', 'J. Green', 'J. Smith Jr.']","['j. green', 'a. holiday', 'j. landale', 'j. green', 'j. smith jr.']",0.057393,1.95,4.425,1.375,11.65
Lineups,-1628415-1628988-1629111-1630224-1641708-,D. Brooks - A. Holiday - J. Landale - J. Green - A. Thompson,7,7,0,1.0,11.366667,11,21,0.524,5,11,0.455,10,12,0.833,4,8,12,5,2.0,1,2,1,1,7,37,19.0,39,12,1,1,60,51,59,146,37,43,128,18,19,128,44,60,51,66,520,104,38,474,315,35,43,5,34100,Houston Rockets,1610612745,"['D. Brooks', 'A. Holiday', 'J. Landale', 'J. Green', 'A. Thompson']","['d. brooks', 'a. holiday', 'j. landale', 'j. green', 'a. thompson']",0.0385419999999999,2.2,3.466666666666667,1.1333333333333333,16.299999999999997
Lineups,-1628415-1628988-1630578-1631095-1641708-,D. Brooks - A. Holiday - A. Sengun - J. Smith Jr. - A. Thompson,4,1,3,0.25,11.286667,10,26,0.385,3,6,0.5,0,3,0.0,8,4,12,5,4.0,3,1,2,3,3,23,-9.0,94,170,571,438,61,56,47,291,63,86,68,275,146,275,16,122,51,66,614,37,67,604,522,106,76,643,33860,Houston Rockets,1610612745,"['D. Brooks', 'A. Holiday', 'A. Sengun', 'J. Smith Jr.', 'A. Thompson']","['d. brooks', 'a. holiday', 'a. sengun', 'j. smith jr.', 'a. thompson']",0.06154,2.2,4.9,1.3666666666666665,12.299999999999995
Lineups,-1627832-1628415-1630578-1641708-1641715-,F. VanVleet - D. Brooks - A. Sengun - A. Thompson - C. Whitmore,6,1,5,0.167,11.163333,5,17,0.294,0,8,0.0,7,12,0.583,5,7,12,3,6.0,3,2,1,4,6,17,-5.0,53,170,637,463,62,120,76,361,269,62,269,39,19,218,33,69,51,111,643,37,38,474,568,49,103,603,33490,Houston Rockets,1610612745,"['F. VanVleet', 'D. Brooks', 'A. Sengun', 'A. Thompson', 'C. Whitmore']","['f. vanvleet', 'd. brooks', 'a. sengun', 'a. thompson', 'c. whitmore']",0.00666,1.0,2.0,0.6,14.299999999999995
Lineups,-1627832-1628988-1630256-1630578-1631095-,F. VanVleet - A. Holiday - J. Tate - A. Sengun - J. Smith Jr.,12,8,4,0.667,10.948333,10,22,0.455,3,10,0.3,3,3,1.0,2,7,9,5,1.0,1,1,0,7,2,26,4.0,15,8,615,248,63,56,54,235,63,49,217,113,146,1,91,69,75,66,386,104,67,1,629,142,61,83,32845,Houston Rockets,1610612745,"['F. VanVleet', 'A. Holiday', 'J. Tate', 'A. Sengun', 'J. Smith Jr.']","['f. vanvleet', 'a. holiday', 'j. tate', 'a. sengun', 'j. smith jr.']",0.08898,2.8,6.35,1.75,11.299999999999995
Lineups,-1627832-1630224-1630578-1631095-1631106-,F. VanVleet - J. Green - A. Sengun - J. Smith Jr. - T. Eason,6,1,5,0.167,10.866667,10,18,0.556,4,7,0.571,8,10,0.8,1,9,10,9,2.0,1,1,2,7,6,32,1.0,53,170,637,463,64,56,69,127,50,71,60,30,32,144,150,53,64,37,520,104,67,604,629,49,52,185,32600,Houston Rockets,1610612745,"['F. VanVleet', 'J. Green', 'A. Sengun', 'J. Smith Jr.', 'T. Eason']","['f. vanvleet', 'j. green', 'a. sengun', 'j. smith jr.', 't. eason']",0.060303,1.1,4.65,1.35,6.0
Lineups,-201145-203493-1628988-1641708-1641715-,J. Green - R. Bullock Jr. - A. Holiday - A. Thompson - C. Whitmore,3,3,0,1.0,10.133333,10,17,0.588,5,9,0.556,1,2,0.5,0,5,5,7,4.0,3,0,0,4,2,26,-4.0,137,47,1,1,65,56,76,111,37,53,63,216,167,221,276,95,145,48,614,37,168,1,568,142,61,577,30400,Houston Rockets,1610612745,"['J. Green', 'R. Bullock Jr.', 'A. Holiday', 'A. Thompson', 'C. Whitmore']","['j. green', 'r. bullock jr.', 'a. holiday', 'a. thompson', 'c. whitmore']",0.0526065,1.925,4.300000000000001,1.275,12.224999999999998
